t_s,stage,q_rad,dq_rad_s,tau_Nm,q_ref_rad,dq_ref_rad_s,dq_filt_rad_s
64.814271,pos_sweep,4.647780895,-2.061675072,-0.035156250,4.607099134,0.000000000,-1.997678603
64.820269,pos_sweep,4.638193607,-1.521712542,-0.042968750,4.597425932,0.000000000,-1.945570013
64.824295,pos_sweep,4.633208275,-1.668974996,-0.042968750,4.587751581,0.000000000,-1.996192065
64.829298,pos_sweep,4.623812199,-2.282568693,-0.042968750,4.578076082,0.000000000,-2.126121953
64.834289,pos_sweep,4.613458157,-2.037131310,-0.039062500,4.568399439,0.000000000,-2.218133732
64.839253,pos_sweep,4.603103638,-2.724356174,-0.035156250,4.558721654,0.000000000,-2.354015198
64.844213,pos_sweep,4.591023445,-2.331656218,-0.023437500,4.549042729,0.000000000,-2.400136855
64.849334,pos_sweep,4.578176498,-2.896162510,-0.023437500,4.539362667,0.000000000,-2.462856213
64.854292,pos_sweep,4.565712929,-2.822531223,-0.019531250,4.529681470,0.000000000,-2.420554811
64.859210,pos_sweep,4.555358410,-2.208937407,-0.019531250,4.519999141,0.000000000,-2.280826097
64.864258,pos_sweep,4.545962811,-1.865324974,-0.023437500,4.510315682,0.000000000,-2.158521097
64.869511,pos_sweep,4.537525654,-1.889868736,-0.035156250,4.500631095,0.000000000,-2.107278253
64.874205,pos_sweep,4.530622959,-1.963500023,-0.027343750,4.490945383,0.000000000,-2.108729109
64.879202,pos_sweep,4.521419048,-2.208937407,-0.027343750,4.481258548,0.000000000,-2.145379244
64.884206,pos_sweep,4.511831760,-2.135306358,-0.023437500,4.471570593,0.000000000,-2.166624741
64.889207,pos_sweep,4.501285553,-2.258024931,-0.023437500,4.461881520,0.000000000,-2.195460897
64.894228,pos_sweep,4.490163803,-2.429831266,-0.023437500,4.452191332,0.000000000,-2.209133363
64.900223,pos_sweep,4.479234219,-2.135306358,-0.019531250,4.442500030,0.000000000,-2.169315119
64.904203,pos_sweep,4.470221996,-2.012587547,-0.023437500,4.432807618,0.000000000,-2.137739603
64.909204,pos_sweep,4.461401939,-1.791693807,-0.023437500,4.423114098,0.000000000,-2.136497281
64.914188,pos_sweep,4.450855732,-2.429831266,-0.011718750,4.413419472,0.000000000,-2.218825226
64.919231,pos_sweep,4.438583851,-2.307112455,-0.007812500,4.403723742,0.000000000,-2.250011484
64.924186,pos_sweep,4.425736904,-2.650724888,-0.007812500,4.394026912,0.000000000,-2.26735814
64.929189,pos_sweep,4.413465023,-2.331656218,-0.003906250,4.384328983,0.000000000,-2.19178792
64.934194,pos_sweep,4.402918816,-2.135306358,-0.003906250,4.374629958,0.000000000,-2.08231772
64.939187,pos_sweep,4.393523216,-1.791693807,-0.003906250,4.364929839,0.000000000,-1.960004626
64.944194,pos_sweep,4.386236668,-1.668974996,-0.019531250,4.355228629,0.000000000,-1.878485146
64.949191,pos_sweep,4.378375053,-2.061675072,-0.023437500,4.345526331,0.000000000,-1.847744793
64.954200,pos_sweep,4.369937897,-1.742606282,-0.023437500,4.335822946,0.000000000,-1.765154003
64.959193,pos_sweep,4.363226891,-1.325362444,-0.035156250,4.326118477,0.000000000,-1.688028121
64.964187,pos_sweep,4.355748653,-1.374449968,-0.027343750,4.316412926,0.000000000,-1.698801781
64.969198,pos_sweep,4.346353054,-1.938956261,-0.035156250,4.306706296,0.000000000,-1.788188823
64.974185,pos_sweep,4.337532520,-1.693518758,-0.035156250,4.296998590,0.000000000,-1.841034253
64.979185,pos_sweep,4.327753544,-2.233481169,-0.027343750,4.287289809,0.000000000,-1.929633119
64.984182,pos_sweep,4.317782402,-2.233481169,-0.035156250,4.277579957,0.000000000,-1.944588115
64.989197,pos_sweep,4.310112476,-1.276275039,-0.039062500,4.267869035,0.000000000,-1.889523893
64.994186,pos_sweep,4.300908566,-2.086218834,-0.035156250,4.258157047,0.000000000,-1.983093237
64.999180,pos_sweep,4.291704655,-2.037131310,-0.039062500,4.248443993,0.000000000,-2.051667956
65.005203,pos_sweep,4.280775070,-2.282568693,-0.027343750,4.238729878,0.000000000,-2.123765932
65.009181,pos_sweep,4.270996094,-2.037131310,-0.027343750,4.229014703,0.000000000,-2.157374769
65.014180,pos_sweep,4.260258198,-2.233481169,-0.023437500,4.219298470,0.000000000,-2.2201271
65.019223,pos_sweep,4.247219086,-2.429831266,-0.019531250,4.209581183,0.000000000,-2.279642795
65.024197,pos_sweep,4.236097813,-2.454375029,-0.019531250,4.199862844,0.000000000,-2.302757203
65.029193,pos_sweep,4.224400997,-2.650724888,-0.011718750,4.190143454,0.000000000,-2.289123889
65.034194,pos_sweep,4.214238644,-2.135306358,-0.011718750,4.180423017,0.000000000,-2.18784908
65.039196,pos_sweep,4.205418110,-1.865324974,-0.023437500,4.170701535,0.000000000,-2.099309089
65.044204,pos_sweep,4.196597576,-1.963500023,-0.027343750,4.160979010,0.000000000,-2.067479996
65.049191,pos_sweep,4.189119816,-1.840781212,-0.027343750,4.151255445,0.000000000,-2.060852604
65.054196,pos_sweep,4.180490971,-2.454375029,-0.027343750,4.141530842,0.000000000,-2.107564073
65.059277,pos_sweep,4.169753075,-2.012587547,-0.023437500,4.131805204,0.000000000,-2.070218722
65.064199,pos_sweep,4.159781933,-1.988043785,-0.019531250,4.122078532,0.000000000,-2.04684148
65.069190,pos_sweep,4.148085594,-2.282568693,-0.011718750,4.112350831,0.000000000,-2.037715078
65.074272,pos_sweep,4.137539387,-1.889868736,-0.019531250,4.102622101,0.000000000,-1.969243328
65.079332,pos_sweep,4.127952099,-2.037131310,-0.023437500,4.092892345,0.000000000,-1.920009656
65.084266,pos_sweep,4.118939877,-1.472625017,-0.011718750,4.083161567,0.000000000,-1.842389123
65.089282,pos_sweep,4.110502720,-1.570799947,-0.023437500,4.073429767,0.000000000,-1.854388584
65.094302,pos_sweep,4.100148678,-2.159849882,-0.023437500,4.063696949,0.000000000,-1.935121627
65.099184,pos_sweep,4.090560913,-2.086218834,-0.023437500,4.053963115,0.000000000,-1.961387121
65.104204,pos_sweep,4.080014706,-2.061675072,-0.019531250,4.044228268,0.000000000,-1.957397062
65.109183,pos_sweep,4.069277287,-1.963500023,-0.019531250,4.034492410,0.000000000,-1.928133068
65.114198,pos_sweep,4.059689522,-1.938956261,-0.019531250,4.024755543,0.000000000,-1.890297158
65.119180,pos_sweep,4.049910545,-1.767150044,-0.023437500,4.015017670,0.000000000,-1.840667707
65.124169,pos_sweep,4.041665554,-1.791693807,-0.027343750,4.005278793,0.000000000,-1.808856785
65.129163,pos_sweep,4.033995628,-1.668974996,-0.035156250,3.995538915,0.000000000,-1.781205667
65.134171,pos_sweep,4.025366783,-1.742606282,-0.035156250,3.985798037,0.000000000,-1.780755977
65.139164,pos_sweep,4.018080235,-1.423537493,-0.042968750,3.976056164,0.000000000,-1.789552656
65.144198,pos_sweep,4.010410309,-2.110762596,-0.042968750,3.966313296,0.000000000,-1.887060694
65.149167,pos_sweep,4.000439644,-1.889868736,-0.035156250,3.956569437,0.000000000,-1.93034994
65.154162,pos_sweep,3.989509821,-2.208937407,-0.027343750,3.946824589,0.000000000,-1.983450645
65.159163,pos_sweep,3.977813244,-2.233481169,-0.023437500,3.937078754,0.000000000,-1.981899961
65.164170,pos_sweep,3.967267036,-1.988043785,-0.027343750,3.927331935,0.000000000,-1.919373359
65.169168,pos_sweep,3.958830118,-1.718062520,-0.035156250,3.917584133,0.000000000,-1.840203055
65.174160,pos_sweep,3.950968504,-1.472625017,-0.042968750,3.907835353,0.000000000,-1.790636042
65.179163,pos_sweep,3.944449186,-1.644431233,-0.050781250,3.898085595,0.000000000,-1.818145589
65.184159,pos_sweep,3.937737942,-1.521712542,-0.054687500,3.888334863,0.000000000,-1.88775841
65.189164,pos_sweep,3.927767038,-2.184393644,-0.042968750,3.878583159,0.000000000,-2.046090031
65.194160,pos_sweep,3.917412519,-2.061675072,-0.042968750,3.868830486,0.000000000,-2.170900907
65.199161,pos_sweep,3.905907631,-2.675268650,-0.035156250,3.859076845,0.000000000,-2.322184927
65.204163,pos_sweep,3.894019365,-2.552550077,-0.035156250,3.849322239,0.000000000,-2.38789179
65.209168,pos_sweep,3.881747484,-2.675268650,-0.023437500,3.839566671,0.000000000,-2.413690306
65.215352,pos_sweep,3.868133307,-2.405287504,-0.023437500,3.829810143,0.000000000,-2.376089889
65.220061,pos_sweep,3.859696388,-2.307112455,-0.023437500,3.820052658,0.000000000,-2.331412826
65.224177,pos_sweep,3.849533796,-2.331656218,-0.035156250,3.810294217,0.000000000,-2.292625462
65.229269,pos_sweep,3.840329885,-2.135306358,-0.035156250,3.800534824,0.000000000,-2.244378184
65.234180,pos_sweep,3.830358982,-2.405287504,-0.023437500,3.790774481,0.000000000,-2.222566725
65.239306,pos_sweep,3.819621086,-1.988043785,-0.019531250,3.781013191,0.000000000,-2.156469098
65.244294,pos_sweep,3.808691502,-2.577093840,-0.023437500,3.771250955,0.000000000,-2.131192835
65.249273,pos_sweep,3.798912287,-1.718062520,-0.027343750,3.761487776,0.000000000,-1.997843225
65.254175,pos_sweep,3.791050673,-1.595343709,-0.035156250,3.751723656,0.000000000,-1.932304265
65.259285,pos_sweep,3.782613754,-2.135306358,-0.035156250,3.741958599,0.000000000,-1.948434678
65.264240,pos_sweep,3.774368525,-1.472625017,-0.039062500,3.732192607,0.000000000,-1.919272868
65.269253,pos_sweep,3.766506910,-2.061675072,-0.039062500,3.722425681,0.000000000,-1.998365419
65.274259,pos_sweep,3.756919384,-2.086218834,-0.039062500,3.712657825,0.000000000,-2.062113564
65.279301,pos_sweep,3.746756792,-2.110762596,-0.039062500,3.702889040,0.000000000,-2.120019297
65.284296,pos_sweep,3.736402512,-2.331656218,-0.035156250,3.693119330,0.000000000,-2.180168584
65.289269,pos_sweep,3.725472689,-2.037131310,-0.027343750,3.683348697,0.000000000,-2.203601704
65.294263,pos_sweep,3.714926720,-2.478918791,-0.035156250,3.673577142,0.000000000,-2.267382372
65.299180,pos_sweep,3.704572201,-2.454375029,-0.027343750,3.663804670,0.000000000,-2.279892807
65.304259,pos_sweep,3.694409609,-2.233481169,-0.027343750,3.654031281,0.000000000,-2.25011386
65.309332,pos_sweep,3.683863401,-2.356199980,-0.027343750,3.644256979,0.000000000,-2.22436619
65.314272,pos_sweep,3.674084425,-1.914412498,-0.027343750,3.634481766,0.000000000,-2.166665869
65.319277,pos_sweep,3.665072203,-2.282568693,-0.027343750,3.624705644,0.000000000,-2.17010438
65.324228,pos_sweep,3.654909611,-2.135306358,-0.027343750,3.614928616,0.000000000,-2.146284834
65.329157,pos_sweep,3.644555092,-2.159849882,-0.035156250,3.605150684,0.000000000,-2.125126149
65.334266,pos_sweep,3.634392500,-2.307112455,-0.023437500,3.595371851,0.000000000,-2.095551448
65.339142,pos_sweep,3.624421597,-1.914412498,-0.035156250,3.585592119,0.000000000,-2.014700553
65.344143,pos_sweep,3.616559982,-1.644431233,-0.035156250,3.575811491,0.000000000,-1.958156546
65.349141,pos_sweep,3.608123064,-2.012587547,-0.035156250,3.566029969,0.000000000,-1.977650369
65.354163,pos_sweep,3.600069523,-1.914412498,-0.042968750,3.556247555,0.000000000,-1.988676444
65.359139,pos_sweep,3.592399597,-1.546256304,-0.039062500,3.546464252,0.000000000,-2.017701924
65.364152,pos_sweep,3.581661701,-2.650724888,-0.035156250,3.536680063,0.000000000,-2.16099202
65.369142,pos_sweep,3.571115732,-2.012587547,-0.035156250,3.526894989,0.000000000,-2.185585207
65.374194,pos_sweep,3.559994221,-2.356199980,-0.023437500,3.517109034,0.000000000,-2.252107961
65.379652,pos_sweep,3.548489332,-2.454375029,-0.027343750,3.507322199,0.000000000,-2.293401858
65.384323,pos_sweep,3.537176132,-2.626181364,-0.023437500,3.497534488,0.000000000,-2.295680571
65.389151,pos_sweep,3.525287867,-2.724356174,-0.027343750,3.487745902,0.000000000,-2.21785557
65.394148,pos_sweep,3.515892267,-1.644431233,-0.023437500,3.477956444,0.000000000,-2.017269651
65.399254,pos_sweep,3.506304741,-2.012587547,-0.035156250,3.468166117,0.000000000,-1.907048849
65.404160,pos_sweep,3.499593496,-1.129012465,-0.042968750,3.458374923,0.000000000,-1.771248557
65.409151,pos_sweep,3.493457556,-1.595343709,-0.042968750,3.448582864,0.000000000,-1.791107489
65.414218,pos_sweep,3.484828949,-2.135306358,-0.039062500,3.438789943,0.000000000,-1.85841383
65.419154,pos_sweep,3.475816727,-1.644431233,-0.050781250,3.428996162,0.000000000,-1.858609528
65.424153,pos_sweep,3.466229439,-2.061675072,-0.042968750,3.419201524,0.000000000,-1.910715775
65.429152,pos_sweep,3.455875158,-2.159849882,-0.042968750,3.409406032,0.000000000,-1.926233908
65.434149,pos_sweep,3.447438240,-1.644431233,-0.054687500,3.399609686,0.000000000,-1.88513037
65.439141,pos_sweep,3.439768314,-2.110762596,-0.058593750,3.389812491,0.000000000,-1.902365254
65.444156,pos_sweep,3.431906462,-1.349906206,-0.058593750,3.380014449,0.000000000,-1.869090724
65.450224,pos_sweep,3.422702551,-1.718062520,-0.066406250,3.370215562,0.000000000,-1.961651321
65.454150,pos_sweep,3.415607929,-1.914412498,-0.058593750,3.360415832,0.000000000,-2.11325071
65.459147,pos_sweep,3.404486656,-2.626181364,-0.042968750,3.350615261,0.000000000,-2.31304266
65.464357,pos_sweep,3.392214775,-2.601637602,-0.039062500,3.340813854,0.000000000,-2.436938957
65.469152,pos_sweep,3.378025293,-3.166143656,-0.027343750,3.331011611,0.000000000,-2.520917125
65.474149,pos_sweep,3.364986420,-2.454375029,-0.027343750,3.321208535,0.000000000,-2.448511273
65.479191,pos_sweep,3.352522850,-2.380743742,-0.027343750,3.311404629,0.000000000,-2.374684219
65.484147,pos_sweep,3.341784954,-2.528006315,-0.027343750,3.301599895,0.000000000,-2.299388514
65.489142,pos_sweep,3.332005739,-2.356199980,-0.027343750,3.291794336,0.000000000,-2.168682548
65.494139,pos_sweep,3.324719429,-1.300818801,-0.042968750,3.281987954,0.000000000,-1.992527846
65.499143,pos_sweep,3.317816496,-1.742606282,-0.050781250,3.272180751,0.000000000,-1.984023164
65.504139,pos_sweep,3.309379578,-2.086218834,-0.042968750,3.262372730,0.000000000,-2.034030866
65.509148,pos_sweep,3.299600363,-2.086218834,-0.050781250,3.252563894,0.000000000,-2.071389732
65.514147,pos_sweep,3.289437771,-2.429831266,-0.035156250,3.242754244,0.000000000,-2.105154458
65.519158,pos_sweep,3.277932882,-2.061675072,-0.035156250,3.232943784,0.000000000,-2.060227032
65.524140,pos_sweep,3.267770290,-1.668974996,-0.035156250,3.223132516,0.000000000,-2.014948644
65.529163,pos_sweep,3.257415771,-2.307112455,-0.027343750,3.213320441,0.000000000,-2.053524139
65.534145,pos_sweep,3.248211861,-1.742606282,-0.042968750,3.203507564,0.000000000,-2.03063725
65.539121,pos_sweep,3.239007950,-2.110762596,-0.039062500,3.193693885,0.000000000,-2.077560635
65.544120,pos_sweep,3.227886677,-2.135306358,-0.035156250,3.183879408,0.000000000,-2.116436836
65.549121,pos_sweep,3.216573477,-2.208937407,-0.035156250,3.174064136,0.000000000,-2.150739618
65.554119,pos_sweep,3.204109907,-2.577093840,-0.023437500,3.164248069,0.000000000,-2.17093696
65.559122,pos_sweep,3.192796707,-2.208937407,-0.023437500,3.154431212,0.000000000,-2.092693767
65.564122,pos_sweep,3.182058811,-2.331656218,-0.023437500,3.144613566,0.000000000,-1.986276518
65.569119,pos_sweep,3.174388885,-1.521712542,-0.039062500,3.134795134,0.000000000,-1.796149343
65.574121,pos_sweep,3.168636560,-1.129012465,-0.050781250,3.124975918,0.000000000,-1.672537613
65.579121,pos_sweep,3.161925316,-1.398993731,-0.054687500,3.115155921,0.000000000,-1.680660465
65.584120,pos_sweep,3.154638767,-1.914412498,-0.066406250,3.105335145,0.000000000,-1.757051086
65.589129,pos_sweep,3.148311138,-1.349906206,-0.070312500,3.095513593,0.000000000,-1.795301909
65.594120,pos_sweep,3.141216516,-2.233481169,-0.070312500,3.085691267,0.000000000,-1.941503609
65.599158,pos_sweep,3.132204294,-2.159849882,-0.066406250,3.075868169,0.000000000,-2.016938497
65.604120,pos_sweep,3.123000383,-2.061675072,-0.070312500,3.066044303,0.000000000,-2.05773585
65.609124,pos_sweep,3.113988400,-1.938956261,-0.066406250,3.056219670,0.000000000,-2.097578451
65.614157,pos_sweep,3.103633881,-2.601637602,-0.066406250,3.046394273,0.000000000,-2.175866427
65.619183,pos_sweep,3.094046593,-2.258024931,-0.066406250,3.036568114,0.000000000,-2.150959936
65.624132,pos_sweep,3.084459066,-1.644431233,-0.058593750,3.026741196,0.000000000,-2.100104025
65.629388,pos_sweep,3.073912859,-2.258024931,-0.070312500,3.016913522,0.000000000,-2.159689857
65.634182,pos_sweep,3.063558578,-2.110762596,-0.054687500,3.007085093,0.000000000,-2.195442146
65.639211,pos_sweep,3.052628994,-2.233481169,-0.058593750,2.997255913,0.000000000,-2.251718279
65.644141,pos_sweep,3.042274475,-1.938956261,-0.050781250,2.987425983,0.000000000,-2.312414553
65.649133,pos_sweep,3.029619217,-2.945250034,-0.042968750,2.977595306,0.000000000,-2.463626182
65.654419,pos_sweep,3.017347336,-2.797987461,-0.039062500,2.967763885,0.000000000,-2.498106292
65.659169,pos_sweep,3.004691839,-2.577093840,-0.039062500,2.957931722,0.000000000,-2.459903987
65.664202,pos_sweep,2.993378878,-2.528006315,-0.035156250,2.948098820,0.000000000,-2.393298292
65.669257,pos_sweep,2.982449055,-2.110762596,-0.035156250,2.938265180,0.000000000,-2.294043317
65.674145,pos_sweep,2.972670078,-1.742606282,-0.042968750,2.928430806,0.000000000,-2.239210222
65.679173,pos_sweep,2.964041233,-2.258024931,-0.042968750,2.918595700,0.000000000,-2.304739382
65.684133,pos_sweep,2.953686953,-2.675268650,-0.035156250,2.908759864,0.000000000,-2.381590756
65.689209,pos_sweep,2.943524361,-2.675268650,-0.035156250,2.898923301,0.000000000,-2.387263208
65.694129,pos_sweep,2.931252480,-2.797987461,-0.027343750,2.889086013,0.000000000,-2.323131574
65.699260,pos_sweep,2.920897961,-1.938956261,-0.035156250,2.879248003,0.000000000,-2.143908777
65.704129,pos_sweep,2.911694050,-1.816237450,-0.039062500,2.869409273,0.000000000,-2.014360468
65.709132,pos_sweep,2.903448820,-1.988043785,-0.050781250,2.859569826,0.000000000,-1.932831378
65.714415,pos_sweep,2.897504807,-1.276275039,-0.054687500,2.849729664,0.000000000,-1.837920417
65.719131,pos_sweep,2.890601873,-1.938956261,-0.058593750,2.839888790,0.000000000,-1.879135851
65.724128,pos_sweep,2.881397963,-1.988043785,-0.054687500,2.830047205,0.000000000,-1.905852569
65.729133,pos_sweep,2.872769356,-1.178099990,-0.054687500,2.820204913,0.000000000,-1.912648542
65.734114,pos_sweep,2.862223148,-2.429831266,-0.054687500,2.810361916,0.000000000,-2.097477577
65.739128,pos_sweep,2.851293564,-2.478918791,-0.054687500,2.800518217,0.000000000,-2.20175381
65.744109,pos_sweep,2.839788675,-2.258024931,-0.042968750,2.790673817,0.000000000,-2.238853366
65.749211,pos_sweep,2.827708483,-2.356199980,-0.035156250,2.780828719,0.000000000,-2.271306296
65.754110,pos_sweep,2.816970587,-2.135306358,-0.042968750,2.770982927,0.000000000,-2.283183483
65.759213,pos_sweep,2.805657387,-2.503462553,-0.035156250,2.761136441,0.000000000,-2.330901756
65.764199,pos_sweep,2.795303106,-2.159849882,-0.039062500,2.751289266,0.000000000,-2.336796344
65.769186,pos_sweep,2.784181595,-2.528006315,-0.027343750,2.741441402,0.000000000,-2.385577573
65.774108,pos_sweep,2.772485018,-2.871618748,-0.035156250,2.731592853,0.000000000,-2.399838245
65.779113,pos_sweep,2.760596514,-2.626181364,-0.019531250,2.721743622,0.000000000,-2.299753137
65.784202,pos_sweep,2.748516560,-2.135306358,-0.019531250,2.711893709,0.000000000,-2.120551384
65.789416,pos_sweep,2.739696026,-1.767150044,-0.027343750,2.702043119,0.000000000,-1.937773458
65.794115,pos_sweep,2.731451035,-1.374449968,-0.035156250,2.692191854,0.000000000,-1.796349652
65.799119,pos_sweep,2.724739790,-1.227187514,-0.050781250,2.682339915,0.000000000,-1.757181976
65.804101,pos_sweep,2.718412161,-1.742606282,-0.050781250,2.672487306,0.000000000,-1.84646944
65.809105,pos_sweep,2.710166931,-2.208937407,-0.042968750,2.662634028,0.000000000,-1.960930292
65.814352,pos_sweep,2.700387716,-1.791693807,-0.042968750,2.652780085,0.000000000,-2.015281481
65.819380,pos_sweep,2.690608501,-2.086218834,-0.039062500,2.642925479,0.000000000,-2.123823775
65.824117,pos_sweep,2.678528547,-2.626181364,-0.039062500,2.633070212,0.000000000,-2.241480406
65.829258,pos_sweep,2.668365717,-2.454375029,-0.039062500,2.623214287,0.000000000,-2.265896789
65.834117,pos_sweep,2.657244444,-2.454375029,-0.035156250,2.613357706,0.000000000,-2.244631565
65.839109,pos_sweep,2.646314859,-2.135306358,-0.035156250,2.603500471,0.000000000,-2.172530667
65.844114,pos_sweep,2.635001659,-2.208937407,-0.027343750,2.593642586,0.000000000,-2.109451851
65.850132,pos_sweep,2.622346401,-1.938956261,-0.035156250,2.583784052,0.000000000,-2.02226065
65.854123,pos_sweep,2.615826845,-1.791693807,-0.035156250,2.573924873,0.000000000,-1.955259993
65.859150,pos_sweep,2.606622934,-2.012587547,-0.035156250,2.564065049,0.000000000,-1.927902991
65.864115,pos_sweep,2.597610712,-1.693518758,-0.039062500,2.554204585,0.000000000,-1.880020932
65.870124,pos_sweep,2.587639809,-1.914412498,-0.035156250,2.544343483,0.000000000,-1.877341538
65.874194,pos_sweep,2.578627825,-1.889868736,-0.035156250,2.534481744,0.000000000,-1.86567723
65.879119,pos_sweep,2.569807291,-1.644431233,-0.042968750,2.524619371,0.000000000,-1.848149609
65.884116,pos_sweep,2.561370373,-2.061675072,-0.050781250,2.514756368,0.000000000,-1.879997358
65.889165,pos_sweep,2.552741766,-1.423537493,-0.050781250,2.504892736,0.000000000,-1.867811748
65.894126,pos_sweep,2.544304848,-1.791693807,-0.054687500,2.495028477,0.000000000,-1.963305209
65.899112,pos_sweep,2.533950329,-2.307112455,-0.042968750,2.485163595,0.000000000,-2.10039225
65.904143,pos_sweep,2.524554729,-2.086218834,-0.050781250,2.475298091,0.000000000,-2.187376365
65.909128,pos_sweep,2.514008760,-2.405287504,-0.035156250,2.465431969,0.000000000,-2.298878105
65.915419,pos_sweep,2.501353264,-2.724356174,-0.039062500,2.455565230,0.000000000,-2.384589321
65.919108,pos_sweep,2.488889694,-2.650724888,-0.035156250,2.445697878,0.000000000,-2.387951001
65.924114,pos_sweep,2.476042509,-2.773443699,-0.027343750,2.435829914,0.000000000,-2.327623985
65.929135,pos_sweep,2.465688229,-1.840781212,-0.027343750,2.425961341,0.000000000,-2.159243323
65.934125,pos_sweep,2.455717325,-2.110762596,-0.035156250,2.416092161,0.000000000,-2.068048553
65.939114,pos_sweep,2.447472095,-1.521712542,-0.039062500,2.406222378,0.000000000,-1.966501149
65.944149,pos_sweep,2.439418554,-1.938956261,-0.039062500,2.396351993,0.000000000,-1.97275748
65.949125,pos_sweep,2.429831266,-2.012587547,-0.039062500,2.386481009,0.000000000,-1.987206236
65.954112,pos_sweep,2.420435667,-1.865324974,-0.039062500,2.376609428,0.000000000,-1.995503307
65.959096,pos_sweep,2.409697771,-2.577093840,-0.035156250,2.366737253,0.000000000,-2.035351793
65.964095,pos_sweep,2.400685549,-1.988043785,-0.039062500,2.356864486,0.000000000,-1.94389787
65.969083,pos_sweep,2.392823935,-1.349906206,-0.039062500,2.346991131,0.000000000,-1.841744269
65.974309,pos_sweep,2.383428335,-1.546256304,-0.039062500,2.337117188,0.000000000,-1.858797813
65.979098,pos_sweep,2.373457432,-2.405287504,-0.039062500,2.327242661,0.000000000,-1.951602269
65.984083,pos_sweep,2.364828587,-1.595343709,-0.039062500,2.317367553,0.000000000,-1.934446707
65.989266,pos_sweep,2.354282618,-2.282568693,-0.042968750,2.307491865,0.000000000,-1.999479783
65.994189,pos_sweep,2.345270395,-2.061675072,-0.039062500,2.297615600,0.000000000,-1.995900395
65.999187,pos_sweep,2.335874796,-2.208937407,-0.050781250,2.287738761,0.000000000,-1.976379152
66.005108,pos_sweep,2.325711966,-1.644431233,-0.058593750,2.277861349,0.000000000,-1.900492598
66.009083,pos_sweep,2.318425655,-1.718062520,-0.042968750,2.267983369,0.000000000,-1.88666782
66.014087,pos_sweep,2.309413433,-2.012587547,-0.058593750,2.258104821,0.000000000,-1.913708031
66.019088,pos_sweep,2.300593138,-1.840781212,-0.066406250,2.248225709,0.000000000,-1.916782742
66.024083,pos_sweep,2.292731285,-1.865324974,-0.066406250,2.238346035,0.000000000,-1.938277999
66.029084,pos_sweep,2.284102678,-2.159849882,-0.070312500,2.228465801,0.000000000,-1.977454933
66.035204,pos_sweep,2.274707079,-1.914412498,-0.074218750,2.218585010,0.000000000,-1.972424672
66.039222,pos_sweep,2.268379450,-1.816237450,-0.074218750,2.208703664,0.000000000,-1.981454864
66.044104,pos_sweep,2.259750843,-2.110762596,-0.070312500,2.198821767,0.000000000,-2.030528919
66.049094,pos_sweep,2.249204636,-2.110762596,-0.066406250,2.188939319,0.000000000,-2.060156681
66.054120,pos_sweep,2.238658428,-2.184393644,-0.058593750,2.179056324,0.000000000,-2.07751905
66.059081,pos_sweep,2.227345228,-1.963500023,-0.058593750,2.169172785,0.000000000,-2.068978146
66.064229,pos_sweep,2.217566252,-1.693518758,-0.066406250,2.159288703,0.000000000,-2.086002052
66.069099,pos_sweep,2.207403421,-2.110762596,-0.058593750,2.149404082,0.000000000,-2.198152416
66.074082,pos_sweep,2.197049141,-2.405287504,-0.066406250,2.139518923,0.000000000,-2.331483513
66.079119,pos_sweep,2.185735941,-2.233481169,-0.050781250,2.129633229,0.000000000,-2.446926685
66.084083,pos_sweep,2.171546698,-3.215231180,-0.039062500,2.119747003,0.000000000,-2.614102799
66.089081,pos_sweep,2.157932520,-2.896162510,-0.027343750,2.109860247,0.000000000,-2.635582995
66.094092,pos_sweep,2.144318342,-2.847074986,-0.039062500,2.099972963,0.000000000,-2.593906346
66.099095,pos_sweep,2.132430077,-2.748899937,-0.023437500,2.090085154,0.000000000,-2.490869032
66.104083,pos_sweep,2.121692181,-2.233481169,-0.035156250,2.080196823,0.000000000,-2.325292581
66.109087,pos_sweep,2.112488270,-1.742606282,-0.035156250,2.070307972,0.000000000,-2.181968528
66.114106,pos_sweep,2.102709055,-2.012587547,-0.027343750,2.060418603,0.000000000,-2.14513302
66.120099,pos_sweep,2.093696833,-1.938956261,-0.039062500,2.050528719,0.000000000,-2.140422653
66.125144,pos_sweep,2.083534241,-2.282568693,-0.035156250,2.040638323,0.000000000,-2.184541841
66.129109,pos_sweep,2.074522018,-2.380743742,-0.039062500,2.030747416,0.000000000,-2.20490219
66.134105,pos_sweep,2.064743042,-1.914412498,-0.027343750,2.020856002,0.000000000,-2.182643695
66.139091,pos_sweep,2.054196835,-2.528006315,-0.035156250,2.010964082,0.000000000,-2.225396589
66.144100,pos_sweep,2.044801235,-1.963500023,-0.042968750,2.001071660,0.000000000,-2.194805745
66.149099,pos_sweep,2.035213709,-2.454375029,-0.035156250,1.991178737,0.000000000,-2.220276636
66.154087,pos_sweep,2.025242805,-1.963500023,-0.039062500,1.981285317,0.000000000,-2.189008931
66.161098,pos_sweep,2.012587547,-2.208937407,-0.027343750,1.971391401,0.000000000,-2.212397983
66.164070,pos_sweep,2.004917622,-2.282568693,-0.035156250,1.961496993,0.000000000,-2.236625777
66.169067,pos_sweep,1.994179726,-2.086218834,-0.035156250,1.951602094,0.000000000,-2.249718353
66.174071,pos_sweep,1.981524348,-2.675268650,-0.019531250,1.941706707,0.000000000,-2.302438425
